date,open,high,low,close,volume
2025-05-29,97.62999725341797,97.7699966430664,96.8499984741211,97.0999984741211,14338000
2025-05-30,96.95999908447266,98.93000030517578,96.5999984741211,98.72000122070312,29980100
2025-06-02,98.83999633789062,99.91000366210938,98.05000305175781,99.7699966430664,16999200
2025-06-03,99.56999969482422,100.88999938964844,98.56999969482422,99.9800033569336,15598600
2025-06-04,99.79000091552734,100.12999725341797,99.31999969482422,99.3499984741211,11115600
2025-06-05,99.30000305175781,99.58999633789062,97.61000061035156,97.95999908447266,15817100
2025-06-06,98.37000274658203,98.55999755859375,96.97000122070312,97.47000122070312,15599300
2025-06-09,97.4000015258789,97.8499984741211,96.7699966430664,97.44999694824219,13655700
2025-06-10,97.29000091552734,98.08999633789062,96.4800033569336,97.31999969482422,17162500
2025-06-11,97.29000091552734,97.29000091552734,95.3499984741211,95.80000305175781,16389600
2025-06-12,94.88999938964844,95.26000213623047,93.43000030517578,94.83000183105469,17845700
2025-06-13,94.5199966430664,95.31999969482422,94.01000213623047,94.44000244140625,18694700
2025-06-16,94.75,95.77999877929688,94.0999984741211,94.29000091552734,14881700
2025-06-17,93.94999694824219,94.81999969482422,93.62000274658203,94.25,14935600
2025-06-18,94.56999969482422,95.48999786376953,94.08999633789062,95.08999633789062,11333700
2025-06-20,95.23999786376953,96.30999755859375,95.19999694824219,96.12000274658203,20604900
2025-06-23,95.91999816894531,97.93000030517578,95.66999816894531,97.87000274658203,20432400
2025-06-24,97.7300033569336,99.11000061035156,97.25,98.0,22403700
2025-06-25,98.30999755859375,98.55999755859375,97.1500015258789,97.26000213623047,11154700
2025-06-26,96.9000015258789,97.33999633789062,95.91999816894531,96.0199966430664,19361400
2025-06-27,96.31999969482422,97.76000213623047,96.16000366210938,97.2699966430664,31431900
2025-06-30,97.2300033569336,98.13999938964844,96.30999755859375,97.77999877929688,17803000
2025-07-01,97.5999984741211,99.19000244140625,97.41999816894531,98.23999786376953,15635800
2025-07-02,98.12999725341797,98.37999725341797,97.05999755859375,97.61000061035156,12502000
2025-07-03,97.69999694824219,98.4800033569336,97.41999816894531,98.36000061035156,7686200
2025-07-07,98.2300033569336,99.3499984741211,97.62000274658203,99.3499984741211,12930900
2025-07-08,98.81999969482422,99.16999816894531,96.51000213623047,97.08999633789062,16875000
2025-07-09,97.1500015258789,97.29000091552734,96.37999725341797,96.80999755859375,13702600
2025-07-10,96.66000366210938,96.77999877929688,94.73999786376953,94.86000061035156,18894800
2025-07-11,95.01000213623047,95.52999877929688,94.2300033569336,94.4000015258789,14595000
2025-07-14,94.51000213623047,95.83999633789062,94.37999725341797,95.77999877929688,13779100
2025-07-15,95.5999984741211,95.77999877929688,94.94000244140625,95.38999938964844,10450800
2025-07-16,95.41999816894531,95.83000183105469,94.61000061035156,95.1500015258789,11181600
2025-07-17,95.08000183105469,95.62999725341797,94.88999938964844,95.08999633789062,11165100
2025-07-18,95.08999633789062,95.4800033569336,94.43000030517578,95.05000305175781,14636300
2025-07-21,95.26000213623047,96.63999938964844,95.0999984741211,95.66999816894531,13450400
2025-07-22,95.83999633789062,96.66999816894531,95.73999786376953,95.8499984741211,9049100
2025-07-23,96.01000213623047,96.29000091552734,95.29000091552734,95.68000030517578,9729700
2025-07-24,95.56999969482422,96.95999908447266,95.3499984741211,96.5999984741211,14991500
2025-07-25,96.83999633789062,97.6500015258789,96.52999877929688,97.47000122070312,12868500
2025-07-28,97.27999877929688,98.12999725341797,97.08000183105469,97.61000061035156,12293100
2025-07-29,97.77999877929688,98.72000122070312,97.33999633789062,98.33000183105469,14034300
2025-07-30,98.61000061035156,98.87999725341797,97.29000091552734,97.58999633789062,13864100
2025-07-31,97.44000244140625,98.62999725341797,97.30999755859375,97.9800033569336,15651300
2025-08-01,98.0,98.83000183105469,97.66999816894531,98.48999786376953,16750400
2025-08-04,98.19999694824219,99.91000366210938,98.19999694824219,99.58999633789062,19050200
2025-08-05,99.66999816894531,100.47000122070312,98.91000366210938,99.30999755859375,17977000
2025-08-06,99.45999908447266,103.69000244140625,99.45999908447266,103.36000061035156,23738400
2025-08-07,103.45999908447266,103.9000015258789,102.11000061035156,103.12000274658203,12509500
2025-08-08,103.37000274658203,104.72000122070312,103.1500015258789,103.7300033569336,12394700
2025-08-11,103.9000015258789,104.33000183105469,103.11000061035156,103.93000030517578,12856700
2025-08-12,104.25,104.30999755859375,103.37000274658203,103.62000274658203,17915300
2025-08-13,102.1500015258789,102.80999755859375,100.8499984741211,100.98999786376953,19398500
2025-08-14,101.22000122070312,101.44000244140625,100.72000122070312,100.8499984741211,10858400
2025-08-15,100.62999725341797,100.7699966430664,99.54000091552734,100.0,13604900
2025-08-18,100.0,100.87999725341797,99.91999816894531,100.69999694824219,11656100
2025-08-19,100.95999908447266,102.43000030517578,100.80000305175781,101.29000091552734,16999000
2025-08-20,101.1500015258789,102.6500015258789,100.93000030517578,102.56999969482422,18655000
2025-08-21,99.41000366210938,99.44999694824219,96.94999694824219,97.95999908447266,51825100
2025-08-22,98.06999969482422,99.05000305175781,96.76000213623047,96.83000183105469,32695200
2025-08-25,97.0,97.58000183105469,96.06999969482422,96.06999969482422,18956100
2025-08-26,96.27999877929688,96.47000122070312,95.41999816894531,96.05000305175781,22270400
2025-08-27,95.9000015258789,96.31999969482422,95.5999984741211,96.08000183105469,12925700
2025-08-28,96.0,96.56999969482422,95.69999694824219,96.11000061035156,19241600
2025-08-29,96.0999984741211,97.02999877929688,95.80000305175781,96.9800033569336,15600300
2025-09-02,97.2300033569336,97.8499984741211,96.51000213623047,97.8499984741211,15351300
2025-09-03,97.8499984741211,99.44000244140625,97.5,99.44000244140625,18995900
2025-09-04,99.91000366210938,101.3499984741211,99.6500015258789,100.93000030517578,15640900
2025-09-05,101.08000183105469,101.4800033569336,99.55000305175781,100.51000213623047,13748500
2025-09-08,100.8499984741211,102.36000061035156,100.41999816894531,102.27999877929688,13685700
2025-09-09,102.0,102.48999786376953,101.55000305175781,102.29000091552734,11819700
2025-09-10,101.94999694824219,102.44999694824219,100.38999938964844,100.41000366210938,17934900
2025-09-11,100.98999786376953,102.77999877929688,100.27999877929688,102.6500015258789,15900800
2025-09-12,102.54000091552734,103.9800033569336,102.36000061035156,103.48999786376953,11641900
2025-09-15,103.6500015258789,103.9800033569336,103.41000366210938,103.69000244140625,10756900
2025-09-16,103.8499984741211,104.20999908447266,103.12999725341797,103.41999816894531,14481900
2025-09-17,103.7300033569336,106.11000061035156,103.7300033569336,104.2699966430664,25382000
