date,open,high,low,close,volume
2025-11-24,51.650001525878906,52.2400016784668,51.400001525878906,51.93000030517578,52852100
2025-11-25,52.25,52.880001068115234,51.86000061035156,52.47999954223633,41310100
2025-11-26,52.70000076293945,53.25,52.54999923706055,52.9900016784668,32045600
2025-11-28,53.11000061035156,53.939998626708984,53.04999923706055,53.650001525878906,18920800
2025-12-01,53.5,53.900001525878906,53.209999084472656,53.2400016784668,30536500
2025-12-02,53.529998779296875,53.63999938964844,52.970001220703125,53.189998626708984,46073500
2025-12-03,53.25,54.2400016784668,53.18000030517578,54.09000015258789,37134400
2025-12-04,54.209999084472656,54.689998626708984,54.0,54.15999984741211,38529600
2025-12-05,53.93000030517578,54.83000183105469,53.7400016784668,53.95000076293945,33986500
2025-12-08,53.900001525878906,54.209999084472656,53.4900016784668,53.900001525878906,34386600
2025-12-09,53.970001220703125,54.279998779296875,53.27000045776367,53.540000915527344,47189300
2025-12-10,53.59000015258789,54.54999923706055,53.34000015258789,54.08000183105469,54424400
2025-12-11,53.95000076293945,54.650001525878906,53.75,54.560001373291016,35686900
2025-12-12,54.779998779296875,55.29999923706055,54.349998474121094,55.13999938964844,40539400
2025-12-15,55.40999984741211,56.06999969482422,55.06999969482422,55.33000183105469,32881300
2025-12-16,55.13999938964844,55.349998474121094,54.689998626708984,54.810001373291016,32931900
2025-12-17,55.119998931884766,55.56999969482422,54.459999084472656,54.54999923706055,35304100
2025-12-18,54.79999923706055,55.150001525878906,53.77000045776367,54.2599983215332,87452700
2025-12-19,54.52000045776367,55.310001373291016,54.380001068115234,55.27000045776367,73001900
2025-12-22,55.369998931884766,56.11000061035156,55.34000015258789,55.880001068115234,33408800
2025-12-23,55.810001373291016,56.220001220703125,55.810001373291016,55.970001220703125,22274600
2025-12-24,56.130001068115234,56.5,55.88999938964844,56.25,13634400
2025-12-26,56.279998779296875,56.54999923706055,56.029998779296875,56.16999816894531,15259400
2025-12-29,56.11000061035156,56.25,55.27000045776367,55.349998474121094,21040100
2025-12-30,55.4900016784668,55.63999938964844,55.16999816894531,55.279998779296875,17427600
2025-12-31,55.31999969482422,55.41999816894531,54.93000030517578,55.0,16293000
2026-01-02,55.029998779296875,55.9900016784668,54.880001068115234,55.95000076293945,25503600
2026-01-05,56.16999816894531,57.54999923706055,56.13999938964844,56.88999938964844,36096600
2026-01-06,57.0099983215332,57.40999984741211,56.75,57.25,31791900
2026-01-07,56.689998626708984,56.810001373291016,55.439998626708984,55.63999938964844,49695500
2026-01-08,55.47999954223633,56.58000183105469,55.470001220703125,56.18000030517578,30933700
2026-01-09,56.16999816894531,56.61000061035156,55.790000915527344,55.849998474121094,30768800
2026-01-12,55.290000915527344,55.45000076293945,54.72999954223633,55.189998626708984,45860600
2026-01-13,55.27000045776367,55.52000045776367,54.29999923706055,54.540000915527344,43542200
2026-01-14,52.880001068115234,53.47999954223633,51.65999984741211,52.47999954223633,84750000
2026-01-15,52.720001220703125,53.040000915527344,52.22999954223633,52.59000015258789,51018300
2026-01-16,52.689998626708984,53.380001068115234,52.25,52.970001220703125,52178400
2026-01-20,52.31999969482422,53.47999954223633,51.959999084472656,52.099998474121094,49172700
2026-01-21,52.22999954223633,52.86000061035156,52.04999923706055,52.06999969482422,36340000
2026-01-22,52.470001220703125,53.130001068115234,52.33000183105469,52.45000076293945,31229200
2026-01-23,52.11000061035156,52.20000076293945,51.380001068115234,51.720001220703125,34553500
2026-01-26,51.79999923706055,52.279998779296875,51.66999816894531,52.02000045776367,27728400
2026-01-27,52.209999084472656,52.25,51.810001373291016,52.16999816894531,26494300
2026-01-28,51.95000076293945,52.13999938964844,51.310001373291016,51.810001373291016,35030200
2026-01-29,51.97999954223633,53.09000015258789,51.95000076293945,53.08000183105469,35200500
2026-01-30,52.869998931884766,53.40999984741211,52.77000045776367,53.20000076293945,34549100
2026-02-02,53.20000076293945,54.09000015258789,52.95000076293945,54.029998779296875,34624500
2026-02-03,54.20000076293945,55.119998931884766,53.68000030517578,54.45000076293945,41208400
2026-02-04,54.779998779296875,56.040000915527344,54.709999084472656,55.380001068115234,54522500
2026-02-05,55.02000045776367,55.290000915527344,54.25,54.939998626708984,32959700
2026-02-06,55.54999923706055,56.869998931884766,55.290000915527344,56.529998779296875,42468000
2026-02-09,56.38999938964844,56.720001220703125,56.18000030517578,56.40999984741211,31968400
2026-02-10,56.439998626708984,56.83000183105469,54.27000045776367,55.38999938964844,48304700
2026-02-11,55.970001220703125,56.11000061035156,53.2400016784668,53.849998474121094,48973500
2026-02-12,53.90999984741211,53.939998626708984,51.790000915527344,52.52000045776367,55481600
2026-02-13,51.90999984741211,52.81999969482422,51.439998626708984,52.54999923706055,31772100
2026-02-17,53.040000915527344,53.54999923706055,52.619998931884766,52.7400016784668,35542400
2026-02-18,52.9900016784668,53.61000061035156,52.790000915527344,53.36000061035156,30698900
2026-02-19,51.90999984741211,52.810001373291016,51.83000183105469,52.77000045776367,47148600
2026-02-20,52.529998779296875,53.09000015258789,51.83000183105469,53.060001373291016,33552000
2026-02-23,52.84000015258789,53.2599983215332,50.88999938964844,51.06999969482422,50602500
2026-02-24,50.7400016784668,50.880001068115234,49.470001220703125,50.40999984741211,53062700
2026-02-25,50.33000183105469,51.77000045776367,50.310001373291016,51.689998626708984,41375000
2026-02-26,51.880001068115234,52.66999816894531,51.7400016784668,52.29999923706055,52418500
2026-02-27,51.08000183105469,51.40999984741211,49.31999969482422,49.83000183105469,77728700
2026-03-02,48.779998779296875,50.41999816894531,48.58000183105469,49.810001373291016,40595200
2026-03-03,48.7599983215332,50.5099983215332,48.5,49.970001220703125,51242900
2026-03-04,49.88999938964844,50.40999984741211,49.209999084472656,50.29999923706055,34208500
2026-03-05,49.81999969482422,50.43000030517578,49.33000183105469,49.810001373291016,39073900
2026-03-06,48.54999923706055,48.70000076293945,47.619998931884766,48.63999938964844,47016000
2026-03-09,47.939998626708984,48.150001525878906,46.77000045776367,47.900001525878906,62752800
2026-03-10,48.279998779296875,49.150001525878906,47.599998474121094,48.560001373291016,50271100
2026-03-11,48.36000061035156,48.650001525878906,47.779998779296875,48.52000045776367,42185800
2026-03-12,47.70000076293945,47.779998779296875,46.790000915527344,47.130001068115234,58354500
2026-03-13,47.52000045776367,47.81999969482422,46.65999984741211,46.720001220703125,45473100
2026-03-16,47.119998931884766,47.68000030517578,46.900001525878906,47.060001373291016,38055600
2026-03-17,47.65999984741211,48.08000183105469,47.20000076293945,47.279998779296875,33427800
2026-03-18,47.220001220703125,47.880001068115234,46.689998626708984,46.83000183105469,40251800
2026-03-19,46.41999816894531,47.189998626708984,46.119998931884766,47.0099983215332,38601400
2026-03-20,47.130001068115234,47.459999084472656,46.689998626708984,47.15999984741211,78060900
2026-03-23,48.34000015258789,48.38999938964844,47.47999954223633,47.52000045776367,42333200
2026-03-24,47.04999923706055,48.459999084472656,47.02000045776367,48.13999938964844,39804100
2026-03-25,48.52000045776367,49.11000061035156,48.18000030517578,48.75,29988300
2026-03-26,48.709999084472656,48.869998931884766,48.029998779296875,48.2400016784668,32502600
2026-03-27,48.06999969482422,48.25,46.84000015258789,46.970001220703125,36781900
2026-03-30,47.54999923706055,47.86000061035156,46.93000030517578,47.22999954223633,43375900
2026-03-31,47.68000030517578,48.77000045776367,47.369998931884766,48.75,49060600
2026-04-01,49.70000076293945,50.04999923706055,48.779998779296875,49.27000045776367,32947000
2026-04-02,48.75,49.56999969482422,48.15999984741211,49.380001068115234,27548200
2026-04-06,49.43000030517578,50.119998931884766,49.25,50.060001373291016,28507200
2026-04-07,49.79999923706055,50.47999954223633,49.619998931884766,50.279998779296875,28473200
2026-04-08,51.939998626708984,52.2599983215332,51.369998931884766,51.880001068115234,36473500
2026-04-09,51.630001068115234,52.84000015258789,51.630001068115234,52.709999084472656,32008000
2026-04-10,52.79999923706055,52.83000183105469,52.20000076293945,52.540000915527344,25225300
2026-04-13,52.18000030517578,53.439998626708984,51.849998474121094,53.349998474121094,27835300
2026-04-14,53.099998474121094,53.56999969482422,52.79999923706055,53.349998474121094,40178500
2026-04-15,54.25,55.400001525878906,53.709999084472656,54.31999969482422,63838200
2026-04-16,54.040000915527344,54.5099983215332,53.470001220703125,53.5099983215332,35206700
2026-04-17,54.15999984741211,54.599998474121094,53.75,53.90999984741211,43484700
2026-04-20,53.5,53.95000076293945,53.18000030517578,53.95000076293945,43999200
2026-04-21,54.0,54.650001525878906,53.209999084472656,53.47999954223633,34266300
2026-04-22,53.66999816894531,53.79999923706055,53.0,53.119998931884766,24097600
2026-04-23,53.060001373291016,53.52000045776367,52.25,52.470001220703125,31956300
2026-04-24,52.31999969482422,52.5099983215332,51.93000030517578,52.04999923706055,30265400
2026-04-27,51.9900016784668,52.93000030517578,51.83000183105469,52.630001068115234,28043700
2026-04-28,53.02000045776367,53.43000030517578,52.630001068115234,52.65999984741211,21164100
2026-04-29,52.43000030517578,53.02000045776367,51.83000183105469,52.880001068115234,26250700
2026-04-30,52.61000061035156,53.65999984741211,52.150001525878906,53.459999084472656,27089200
2026-05-01,53.689998626708984,54.060001373291016,53.09000015258789,53.2400016784668,24825000
2026-05-04,53.06999969482422,53.06999969482422,52.0,52.189998626708984,42929000
2026-05-05,52.56999969482422,53.36000061035156,52.279998779296875,53.119998931884766,28458600
2026-05-06,53.81999969482422,54.20000076293945,53.470001220703125,53.599998474121094,27541200
2026-05-07,53.54999923706055,54.0,52.5,52.75,28682100
2026-05-08,52.97999954223633,53.0099983215332,51.099998474121094,51.310001373291016,36111200
2026-05-11,51.209999084472656,51.38999938964844,50.27000045776367,50.54999923706055,33132200
2026-05-12,50.86000061035156,51.08000183105469,49.84000015258789,50.779998779296875,33518800
2026-05-13,50.36000061035156,50.779998779296875,49.79999923706055,49.84000015258789,29838000
2026-05-14,50.060001373291016,50.470001220703125,49.4900016784668,49.849998474121094,37671800
2026-05-15,49.619998931884766,49.9900016784668,49.29999923706055,49.77000045776367,46282300
2026-05-18,49.720001220703125,50.91999816894531,49.720001220703125,50.689998626708984,33404100
2026-05-19,50.72999954223633,51.279998779296875,50.380001068115234,50.70000076293945,44154600
2026-05-20,50.9900016784668,51.58000183105469,50.4900016784668,51.22999954223633,47739400
2026-05-21,51.0,51.5,50.7599983215332,51.4900016784668,27461900
2026-05-22,51.689998626708984,52.150001525878906,51.650001525878906,51.79999923706055,26666900
